Canton;Type of holder;Vehicle group / type;Fuel;TIME_PERIOD;OBS_VALUE
Obwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;8
Obwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;7
Obwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;6
Obwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;187
Obwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;151
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;1409
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;1220
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;786
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;708
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;433
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;238
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;212
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;142
St. Gallen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;85
Schwyz;Natural person;Passenger car;Diesel: conventional;2024;23141
Schwyz;Natural person;Passenger car;Diesel: conventional;2023;24042
Schwyz;Natural person;Passenger car;Diesel: conventional;2022;24874
Schwyz;Natural person;Passenger car;Diesel: conventional;2021;25038
Schwyz;Natural person;Passenger car;Diesel: conventional;2020;24948
Schwyz;Natural person;Passenger car;Diesel: conventional;2019;24049
Schwyz;Natural person;Passenger car;Diesel: conventional;2018;24231
Schwyz;Natural person;Passenger car;Diesel: conventional;2017;23417
Schwyz;Natural person;Passenger car;Diesel: conventional;2016;22079
Graubünden;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;2
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;99
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;1250
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;981
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;729
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;568
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;411
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;252
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;161
Fribourg;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;132
Appenzell Innerrhoden;Legal entity;Passenger car;Gas (mono- and bi-fuel);2016;3
Zurich;Natural person;Passenger car;Diesel: conventional;2024;152585
Zurich;Natural person;Passenger car;Diesel: conventional;2023;159759
Zurich;Natural person;Passenger car;Diesel: conventional;2022;167235
Zurich;Natural person;Passenger car;Diesel: conventional;2021;170586
Zurich;Natural person;Passenger car;Diesel: conventional;2020;172504
Zurich;Natural person;Passenger car;Diesel: conventional;2019;168637
Zurich;Natural person;Passenger car;Diesel: conventional;2018;170507
Zurich;Natural person;Passenger car;Diesel: conventional;2017;166790
Zurich;Natural person;Passenger car;Diesel: conventional;2016;157332
Geneva;Legal entity;Passenger car;Other;2024;11
Geneva;Legal entity;Passenger car;Other;2023;12
Geneva;Legal entity;Passenger car;Other;2022;15
Geneva;Legal entity;Passenger car;Other;2021;18
Geneva;Legal entity;Passenger car;Other;2020;19
Geneva;Legal entity;Passenger car;Other;2019;24
Geneva;Legal entity;Passenger car;Other;2018;26
Geneva;Legal entity;Passenger car;Other;2017;32
Geneva;Legal entity;Passenger car;Other;2016;34
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2024;1606
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2023;1703
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2022;1690
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2021;1876
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2020;1896
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2019;1824
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2018;1906
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2017;1620
Appenzell Ausserrhoden;Legal entity;Passenger car;Diesel: conventional;2016;1576
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;159
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;125
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;101
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;70
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;34
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;32
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;28
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;22
Vaud;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;16
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;6
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;237
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;188
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;119
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;59
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;57
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;41
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;20
Uri;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;13
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2024;449
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2023;319
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2022;228
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2021;121
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2020;60
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2019;31
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2018;25
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2017;15
Uri;Natural person;Passenger car;Battery electric vehicle (BEV);2016;12
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2024;609
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2023;465
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2022;277
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2021;203
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2020;126
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2019;88
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2018;63
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2017;36
Schaffhausen;Legal entity;Passenger car;Battery electric vehicle (BEV);2016;26
Zurich;Legal entity;Passenger car;Other;2024;208
Zurich;Legal entity;Passenger car;Other;2023;214
Zurich;Legal entity;Passenger car;Other;2022;223
Zurich;Legal entity;Passenger car;Other;2021;263
Zurich;Legal entity;Passenger car;Other;2020;290
Zurich;Legal entity;Passenger car;Other;2019;272
Zurich;Legal entity;Passenger car;Other;2018;352
Zurich;Legal entity;Passenger car;Other;2017;372
Zurich;Legal entity;Passenger car;Other;2016;402
Bern;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2019;1
Bern;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;14
Bern;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;12
Bern;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2023;12
Bern;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;11
Bern;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2021;6
Nidwalden;Legal entity;Passenger car;Other;2016;8
Nidwalden;Legal entity;Passenger car;Other;2025;3
Nidwalden;Legal entity;Passenger car;Other;2024;4
Nidwalden;Legal entity;Passenger car;Other;2023;5
Nidwalden;Legal entity;Passenger car;Other;2022;4
Nidwalden;Legal entity;Passenger car;Other;2021;5
Nidwalden;Legal entity;Passenger car;Other;2020;6
Nidwalden;Legal entity;Passenger car;Other;2019;8
Nidwalden;Legal entity;Passenger car;Other;2018;10
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;886
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;602
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;410
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;198
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;83
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;38
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;29
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;30
Lucerne;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;1300
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;3
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;1
Uri;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;1
Vaud;Legal entity;Passenger car;Petrol: conventional;2022;22289
Vaud;Legal entity;Passenger car;Petrol: conventional;2021;23526
Vaud;Legal entity;Passenger car;Petrol: conventional;2020;23838
Vaud;Legal entity;Passenger car;Petrol: conventional;2019;22525
Vaud;Legal entity;Passenger car;Petrol: conventional;2018;23387
Vaud;Legal entity;Passenger car;Petrol: conventional;2017;22207
Vaud;Legal entity;Passenger car;Petrol: conventional;2016;21711
Vaud;Legal entity;Passenger car;Petrol: conventional;2025;21482
Vaud;Legal entity;Passenger car;Petrol: conventional;2024;22217
Obwalden;Natural person;Passenger car;Petrol: conventional;2016;13014
Obwalden;Natural person;Passenger car;Petrol: conventional;2025;12153
Obwalden;Natural person;Passenger car;Petrol: conventional;2024;12338
Obwalden;Natural person;Passenger car;Petrol: conventional;2023;12441
Obwalden;Natural person;Passenger car;Petrol: conventional;2022;12574
Obwalden;Natural person;Passenger car;Petrol: conventional;2021;12794
Obwalden;Natural person;Passenger car;Petrol: conventional;2020;12901
Obwalden;Natural person;Passenger car;Petrol: conventional;2019;12581
Obwalden;Natural person;Passenger car;Petrol: conventional;2018;13061
Jura;Natural person;Passenger car;Other;2019;27
Jura;Natural person;Passenger car;Other;2018;32
Jura;Natural person;Passenger car;Other;2017;36
Jura;Natural person;Passenger car;Other;2016;40
Jura;Natural person;Passenger car;Other;2025;25
Jura;Natural person;Passenger car;Other;2024;28
Jura;Natural person;Passenger car;Other;2023;27
Jura;Natural person;Passenger car;Other;2022;31
Jura;Natural person;Passenger car;Other;2021;29
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2024;4861
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2023;5752
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2022;2185
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2021;6386
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2020;5278
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2019;5577
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2018;7285
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2017;788
Appenzell Innerrhoden;Legal entity;Passenger car;Petrol: conventional;2016;783
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2024;2782
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2023;3051
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2022;1779
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2021;3171
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2020;3394
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2019;3671
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2018;6901
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2017;646
Appenzell Innerrhoden;Legal entity;Passenger car;Diesel: conventional;2016;613
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;7
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;7
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;7
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;3
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;3
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;4
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;5
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;5
Schaffhausen;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;10
Lucerne;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;7
Lucerne;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;8
Lucerne;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2022;7
Lucerne;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2021;6
Lucerne;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2020;2
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;204
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;179
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;96
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;86
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;58
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;32
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;27
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;17
Jura;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;9
Glarus;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;2
Glarus;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;1
Glarus;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;1
Glarus;Natural person;Passenger car;Other;2024;6
Glarus;Natural person;Passenger car;Other;2023;7
Glarus;Natural person;Passenger car;Other;2022;8
Glarus;Natural person;Passenger car;Other;2021;11
Glarus;Natural person;Passenger car;Other;2020;10
Glarus;Natural person;Passenger car;Other;2019;10
Glarus;Natural person;Passenger car;Other;2018;12
Glarus;Natural person;Passenger car;Other;2017;19
Glarus;Natural person;Passenger car;Other;2016;19
Nidwalden;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2021;1
Nidwalden;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;2
Nidwalden;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;1
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;39
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;32
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;16
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;13
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;5
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;5
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;10
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;6
Lucerne;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;7
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;543
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;388
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;198
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;101
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;41
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;45
Zug;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;50
